,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,itemknn,3,double,0.0,0.706152350309335,0.4491641426709319,0.06653565412689501,0.6286371117922235,0.41121085146788416,0.06653291400065069,0.007465339495200853,0.0073501430433531405,0.019625999469582867,-0.7109230767021725,-0.3492921646258117,-0.6152589452816046
1,itemknn,3,double,0.2,0.19643555786552602,0.41318361772721834,0.07540707467714768,0.3254682454346956,0.38850952235539216,0.07580522719878538,0.006398862424457874,0.006326931649540961,0.016792922880729512,-0.7462800820316982,-0.45874383525304896,-0.6643479324637223
2,itemknn,3,double,0.4,0.19637700777320416,0.41313389027135844,0.07540707467714768,0.32531961123522596,0.3883068214365424,0.07580522719878538,0.006398862424457874,0.006326931649540961,0.016792922880729512,-0.7471842100249628,-0.45806123343623406,-0.6643118773868348
3,itemknn,3,double,0.6,0.19637700777320416,0.4130750207370534,0.07540707467714768,0.32531961123522596,0.38845447776570896,0.07580522719878538,0.006398862424457874,0.006356005845874311,0.01678516411897146,-0.7461800678731512,-0.4594264370698641,-0.6642971882814361
4,itemknn,3,double,0.8,0.19637700777320416,0.4131348382509768,0.07540707467714768,0.32531961123522596,0.3883072164089163,0.07580522719878538,0.006398862424457874,0.006326931649540961,0.016792922880729512,-0.7471842100249628,-0.45806123343623406,-0.6643118773868348
5,itemknn,3,double,1.0,0.10964273018130115,0.4116243749259396,0.0777091521617069,0.32531961123522596,0.3844066452138921,0.07791996529660558,0.006398862424457874,0.00626271731586342,0.016532651690845803,-0.7474242440054755,-0.4687945585558081,-0.6618574614120594
6,slopeOne,3,double,0.0,0.6963545797360984,0.4839614468538928,0.035934868051656375,0.6278562258789616,0.5071496200767225,0.03535408307125041,0.005332385353714895,0.0027413680248731787,0.008145712367184105,-0.8184783028035867,-0.5901329159931004,-0.7630941081322352
7,slopeOne,3,double,0.2,0.18504157931770815,0.4480600426590825,0.05075800112296463,0.3331713783013552,0.46324729054684094,0.050103025702201494,0.002132954141485958,0.0016597402084426612,0.004844711910122504,-0.8350606502906747,-0.6694088787183767,-0.7745469365368386
8,slopeOne,3,double,0.4,0.18496526131568805,0.448053827467709,0.05081414935429534,0.3330906166448737,0.46318623299317546,0.050157249755991756,0.002132954141485958,0.0016526303613043744,0.0048328621648920265,-0.8352126718116661,-0.6696442586552096,-0.7745729763145905
9,slopeOne,3,double,0.6,0.18496526131568805,0.44807639530750043,0.05075800112296463,0.3330906166448737,0.4630576646037743,0.050103025702201494,0.002132954141485958,0.0016675836112380724,0.004847674346430123,-0.8352246735106917,-0.6694088787183767,-0.774554948776147
10,slopeOne,3,double,0.8,0.18496526131568805,0.44805833037089654,0.05081414935429534,0.3330906166448737,0.4632010237404016,0.050157249755991756,0.002132954141485958,0.0016526303613043744,0.0048328621648920265,-0.8352126718116661,-0.6696442586552096,-0.7745729763145905
11,slopeOne,3,double,1.0,0.10962199312714783,0.445458395544495,0.05294778214486244,0.3330906166448737,0.4592167264246633,0.05221776380002169,0.002132954141485958,0.001645167843177086,0.00473270360401537,-0.832512289530898,-0.665854641672202,-0.7720958589951084
