,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,itemknn,3,double,0.0,0.5546472379625528,0.494681273429732,0.03388173969701906,0.34770015988333575,0.6688561832150325,0.05193563804365143,0.0006885471654808355,0.0005989404024175653,0.0017697301550870517,-0.8254658877303034,-0.615004486270461,-0.7163916267783752
1,itemknn,3,double,0.2,0.24771786913174776,0.4979152761839204,0.05684964978009448,0.04449917311525613,0.7217763527371884,0.07519515692209654,0.0005737893045673629,0.0003693791417569247,0.001115200498376996,-0.9174019975728943,-0.795922675070449,-0.865092725670082
2,itemknn,3,double,0.4,0.2477983740263379,0.4978306097467695,0.05684964978009448,0.044529906351271555,0.7218782278101721,0.07519515692209654,0.0005737893045673629,0.0003693791417569247,0.001115200498376996,-0.9174142603534793,-0.7960566720008033,-0.8651107452761373
3,itemknn,3,double,0.6,0.24773604208071637,0.4978200673246136,0.05668675680078188,0.04452764376390773,0.721887377091462,0.0750358451489565,0.0005737893045673629,0.0003693791417569247,0.001115200498376996,-0.9174898808337535,-0.796079004822529,-0.8651934883651666
4,itemknn,3,double,0.8,0.2477779617264315,0.49784180437610165,0.05668675680078188,0.04453136888355613,0.7219011841369501,0.0750358451489565,0.0005737893045673629,0.0003693791417569247,0.001115200498376996,-0.9175450633463861,-0.796079004822529,-0.8651295003763173
5,itemknn,3,double,1.0,0.24778700160575634,0.4978218556346129,0.056523863821469296,0.04453864097824968,0.721979707621138,0.07487653337581647,0.0005737893045673629,0.0003693791417569247,0.001115200498376996,-0.9175471071431502,-0.7961460032877061,-0.8652560053657665
6,slopeOne,3,double,0.0,0.5085762395706472,0.42102078073597926,0.20215018732692622,0.41892385861752507,0.28283761871153074,0.21969093516010832,0.0028689465228368145,0.0031709737295576167,0.00888166642986474,-0.3877316281709843,3.6672917468129596,0.41843167799425185
7,slopeOne,3,double,0.2,0.32010785231474687,0.3763797949659559,0.4067437693435413,0.07395316978852275,0.22678173930842965,0.4197865222239924,0.0020656414964425065,0.0018966605462474176,0.005576503419055639,-0.5480143456041344,2.293421219890644,0.03830882375231526
8,slopeOne,3,double,0.4,0.31646478389099986,0.3765685314819061,0.4028343378400391,0.06513673155698581,0.22554967881485777,0.4159630396686315,0.0018361257746155612,0.0019281324342146004,0.0055730424676947565,-0.5460298189461266,2.2915675956874075,0.042315060249582315
9,slopeOne,3,double,0.6,0.313288639728249,0.3771748814168765,0.40006515719172503,0.06254943786273437,0.22529875701829719,0.41325473952525094,0.0018361257746155612,0.0018951304414352372,0.0055352452357272245,-0.542471568779709,2.3096571812852345,0.04717998613744556
10,slopeOne,3,double,0.8,0.3105877697400081,0.3769816406548843,0.3950154748330347,0.06017292196581945,0.22471938843818057,0.4083160745579098,0.001606610052788616,0.0018455932981409219,0.005313106804959002,-0.5418134662216467,2.3102825002935536,0.052279166904023455
11,slopeOne,3,double,1.0,0.2656995337319517,0.379492955779971,0.3827985013845903,0.059310355689837745,0.22453892981897292,0.3963676915724072,0.0017213679137020885,0.001863130302997183,0.0053686186432342076,-0.5424879191538222,2.3178309940368482,0.052382136081481345
